url,caption,time,tokens
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=464&GameID=0022400366&Season=2024-25&flag=1&title=Jackson%20Jr.%2011%27%20Driving%20Floating%20Jump%20Shot%20(13%20PTS)%20(Pippen%20Jr.%205%20AST),A player with jersey number 15 and jersey color red performed a 2PT Shot that was made and was assisted by player with jersey number 22.,55.80329489707947,30623.0
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=187&GameID=0022400871&Season=2024-25&flag=1&title=Sochan%205%27%20Cutting%20Layup%20Shot%20(7%20PTS)%20(Champagnie%201%20AST),A player with jersey number 30 and jersey color black performed a 2PT Shot that was made.,65.48726797103882,28890.0
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=550&GameID=0022400375&Season=2024-25&flag=1&title=Herro%203%27%20Reverse%20Layup%20(22%20PTS)%20(Smith%203%20AST),A player with jersey number Unknown and jersey color red performed a 2PT Shot that was made.,27.06521701812744,27307.0
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=52&GameID=0022400874&Season=2024-25&flag=1&title=Harden%203%27%20Driving%20Finger%20Roll%20Layup%20(2%20PTS)%20(Powell%201%20AST),A player with jersey number 8 and jersey color blue performed a 2PT Shot that was made.,41.2193238735199,29020.0
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=92&GameID=0022400867&Season=2024-25&flag=1&title=Sharpe%2010%27%20Driving%20Floating%20Jump%20Shot%20(7%20PTS),A player with jersey number 17 and jersey color red performed a 2PT Shot that was made.,20.129390716552734,26448.0
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=155&GameID=0022401216&Season=2024-25&flag=1&title=Green%201%27%20Cutting%20Dunk%20Shot%20(4%20PTS)%20(Theis%201%20AST),A player with jersey number 4 and jersey color purple performed a 2PT Shot that was made.,30.302478075027462,27396.0
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=170&GameID=0022400374&Season=2024-25&flag=1&title=Antetokounmpo%201%27%20Driving%20Layup%20(7%20PTS),A player with jersey number 9 and jersey color black performed a 2PT Shot that was made.,53.8883912563324,30578.0
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=93&GameID=0022400864&Season=2024-25&flag=1&title=Curry%201%27%20Cutting%20Layup%20Shot%20(6%20PTS)%20(Green%202%20AST),A player with jersey number Unknown and jersey color blue performed a 2PT Shot that was made.,44.87279200553894,29911.0
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=38&GameID=0022401224&Season=2024-25&flag=1&title=Mitchell%2015%27%20Turnaround%20Jump%20Shot%20(2%20PTS),A player with jersey number 31 and jersey color white performed a 3PT Shot that was missed.,33.41877508163452,28185.0
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=56&GameID=0022400865&Season=2024-25&flag=1&title=Irving%202%27%20Driving%20Finger%20Roll%20Layup%20(2%20PTS),A player with jersey number 11 and jersey color white performed a 2PT Shot that was made.,29.513455152511597,27676.0
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=580&GameID=0022401218&Season=2024-25&flag=1&title=Sochan%2012%27%20Turnaround%20Jump%20Shot%20(16%20PTS)%20(Wembanyama%205%20AST),A player with jersey number Unknown and jersey color white performed a 3PT Shot that was missed.,52.02880811691284,30708.0
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=192&GameID=0022400433&Season=2024-25&flag=1&title=Williams%204%27%20Running%20Layup%20(2%20PTS)%20(Sexton%204%20AST),A player with jersey number 5 and jersey color purple performed a 2PT Shot that was made.,22.207207202911377,26940.0
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=76&GameID=0022400919&Season=2024-25&flag=1&title=Curry%2019%27%20Step%20Back%20Jump%20Shot%20(5%20PTS)%20(Green%201%20AST),A player with jersey number Unknown and jersey color blue performed a Steal.,83.67181396484375,31978.0
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=245&GameID=0022400862&Season=2024-25&flag=1&title=Sengun%202%27%20Driving%20Dunk%20(14%20PTS),A player with jersey number 17 and jersey color black performed a 2PT Shot that was made.,39.42706370353699,29478.0
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=353&GameID=0022401219&Season=2024-25&flag=1&title=Clingan%203%27%20Layup%20(10%20PTS)%20(Grant%202%20AST),A player with jersey number 23 and jersey color white performed a 2PT Shot that was made.,41.90980505943298,28713.0
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=305&GameID=0022400872&Season=2024-25&flag=1&title=Williamson%207%27%20Driving%20Layup%20(14%20PTS)%20(McCollum%203%20AST),A player with jersey number 1 and jersey color white performed a 2PT Shot that was made.,31.14628005027771,27027.0
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=556&GameID=0022401218&Season=2024-25&flag=1&title=Gobert%201%27%20Alley%20Oop%20Dunk%20(6%20PTS)%20(DiVincenzo%201%20AST),A player with jersey number 5 and jersey color green performed a 2PT Shot that was made and was assisted by player with jersey number 0.,51.437751054763794,30284.0
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=570&GameID=0022400887&Season=2024-25&flag=1&title=McDaniels%2016%27%20Fadeaway%20Jumper%20(17%20PTS)%20(DiVincenzo%207%20AST),A player with jersey number 9 and jersey color blue performed a 2PT Shot that was made.,43.85045123100281,28942.0
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=632&GameID=0022401216&Season=2024-25&flag=1&title=Siakam%203%27%20Finger%20Roll%20Layup%20(22%20PTS)%20(Haliburton%208%20AST),A player with jersey number 0 and jersey color white performed a 2PT Shot that was made.,46.43485975265503,29729.0
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=22&GameID=0022400923&Season=2024-25&flag=1&title=Edey%2011%27%20Floating%20Jump%20Shot%20(2%20PTS)%20(Bane%201%20AST),A player with jersey number 14 and jersey color white performed a 3PT Shot that was missed.,74.16284894943237,32519.0
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=700&GameID=0022400894&Season=2024-25&flag=1&title=Filipowski%203%27%20Layup%20(23%20PTS),A player with jersey number 22 and jersey color white performed a 2PT Shot that was made.,44.451355934143066,27874.0
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=221&GameID=0022401223&Season=2024-25&flag=1&title=Walter%207%27%20Driving%20Floating%20Jump%20Shot%20(4%20PTS),A player with jersey number Unknown and jersey color black performed a 2PT Shot that was made.,45.026673793792725,29453.0
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=524&GameID=0022401218&Season=2024-25&flag=1&title=DiVincenzo%203%27%20Driving%20Layup%20(5%20PTS)%20(Conley%206%20AST),A player with jersey number 1 and jersey color white performed a 2PT Shot that was made.,62.848095178604126,31523.0
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=429&GameID=0022400368&Season=2024-25&flag=1&title=Porter%20Jr.%2013%27%20Step%20Back%20Jump%20Shot%20(4%20PTS),A player with jersey number 77 and jersey color blue performed a 2PT Shot that was made.,24.7136390209198,26610.0
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=381&GameID=0022400864&Season=2024-25&flag=1&title=Oubre%20Jr.%201%27%20Driving%20Reverse%20Layup%20(17%20PTS),A player with jersey number 5 and jersey color white performed a 3PT Shot that was missed.,79.2741711139679,32531.0
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=607&GameID=0022401227&Season=2024-25&flag=1&title=Anthony%202%27%20Driving%20Layup%20(4%20PTS),A player with jersey number Unknown and jersey color blue performed a 2PT Shot that was made.,32.979735136032104,27611.0
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=17&GameID=0022400868&Season=2024-25&flag=1&title=Bulls%20Rebound,A player with jersey number 0 and jersey color red performed a 2PT Shot that was missed.,36.376611948013306,28279.0
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=31&GameID=0022401219&Season=2024-25&flag=1&title=Nurkic%202%27%20Cutting%20Dunk%20Shot%20(3%20PTS)%20(Jones%201%20AST),A player with jersey number 21 and jersey color purple performed a Steal.,65.2898199558258,32069.0
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=47&GameID=0022400910&Season=2024-25&flag=1&title=Vassell%2014%27%20Pullup%20Jump%20Shot%20(4%20PTS),A player with jersey number 24 and jersey color white performed a 2PT Shot that was missed.,49.47715210914612,29761.0
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=412&GameID=0022400402&Season=2024-25&flag=1&title=Beal%208%27%20Driving%20Layup%20(17%20PTS)%20(Jones%202%20AST),A player with jersey number Unknown and jersey color purple performed a 2PT Shot that was made.,42.28714299201965,29291.0
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=785&GameID=0022400919&Season=2024-25&flag=1&title=Cunningham%206%27%20Running%20Layup%20(29%20PTS),A player with jersey number 2 and jersey color blue performed a 2PT Shot that was made.,26.844640970230103,27366.0
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=337&GameID=0022400905&Season=2024-25&flag=1&title=Barnes%2011%27%20Turnaround%20Fadeaway%20(6%20PTS),A player with jersey number 14 and jersey color purple performed a 2PT Shot that was made.,63.41217803955078,28219.0
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=486&GameID=0022401222&Season=2024-25&flag=1&title=Maxey%201%27%20Driving%20Layup%20(30%20PTS)%20(Oubre%20Jr.%204%20AST),A player with jersey number Unknown and jersey color teal performed a Steal.,72.42252111434937,32984.0
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=585&GameID=0022400901&Season=2024-25&flag=1&title=Post%2014%27%20Floating%20Jump%20Shot%20(10%20PTS)%20(Curry%204%20AST),A player with jersey number 23 and jersey color white performed a 3PT Shot that was missed.,127.97615504264832,34375.0
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=73&GameID=0022400885&Season=2024-25&flag=1&title=MISS%20Curry%203%27%20Driving%20Finger%20Roll%20Layup,A player with jersey number 30 and jersey color blue performed a 3PT Shot that was missed.,54.61512303352356,30718.0
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=525&GameID=0022400884&Season=2024-25&flag=1&title=Capela%201%27%20Layup%20(8%20PTS)%20(Young%2010%20AST),A player with jersey number 00 and jersey color white performed a 2PT Shot that was made.,60.0168719291687,29538.0
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=484&GameID=0022400375&Season=2024-25&flag=1&title=J.%20Williams%2012%27%20Pullup%20Jump%20Shot%20(24%20PTS)%20(Caruso%204%20AST),A player with jersey number Unknown and jersey color red performed a 3PT Shot that was missed.,78.31355810165405,33867.0
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=320&GameID=0022400910&Season=2024-25&flag=1&title=LaVine%2017%27%20Fadeaway%20Jumper%20(23%20PTS)%20(Valan%C4%8Di%C5%ABnas%204%20AST),A player with jersey number 17 and jersey color black performed a 2PT Shot that was missed.,45.436983585357666,29816.0
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=448&GameID=0022400887&Season=2024-25&flag=1&title=TIMBERWOLVES%20Rebound,A player with jersey number 11 and jersey color blue performed a 2PT Shot that was missed.,43.504777908325195,29174.0
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=232&GameID=0022400886&Season=2024-25&flag=1&title=Horton-Tucker%201%27%20Driving%20Finger%20Roll%20Layup%20(12%20PTS),A player with jersey number 22 and jersey color white performed a 2PT Shot that was made.,33.70896816253662,26622.0
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=482&GameID=0022401223&Season=2024-25&flag=1&title=MISS%20Vucevic%203%27%20Reverse%20Layup,A player with jersey number 11 and jersey color black performed a Turnover.,36.07336091995239,28407.0
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=399&GameID=0022400367&Season=2024-25&flag=1&title=Randle%202%27%20Running%20Layup%20(23%20PTS)%20(Edwards%206%20AST),A player with jersey number Unknown and jersey color white performed a 2PT Shot that was made.,83.28435134887695,28977.0
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=611&GameID=0022400860&Season=2024-25&flag=1&title=Smith%20Jr.%2015%27%20Pullup%20Jump%20Shot%20(12%20PTS)%20(Green%205%20AST),A player with jersey number 8 and jersey color purple performed a 3PT Shot that was missed.,23.763622760772705,26871.0
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=391&GameID=0022400865&Season=2024-25&flag=1&title=Lillard%208%27%20Running%20Finger%20Roll%20Layup%20(18%20PTS)%20(Prince%204%20AST),A player with jersey number 0 and jersey color green performed a 2PT Shot that was made.,33.59806180000305,27940.0
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=307&GameID=0022400952&Season=2024-25&flag=1&title=McDaniels%203%27%20Running%20Layup%20(8%20PTS)%20(Gobert%202%20AST),A player with jersey number 24 and jersey color white performed a Rebound.,86.12008380889893,32114.0
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=585&GameID=0022400866&Season=2024-25&flag=1&title=Murray%203%27%20Driving%20Layup%20(24%20PTS),A player with jersey number 15 and jersey color white performed a 2PT Shot that was made.,28.226109981536865,26881.0
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=462&GameID=0022401219&Season=2024-25&flag=1&title=Dunn%203%27%20Reverse%20Layup%20(2%20PTS)%20(Booker%204%20AST),A player with jersey number 22 and jersey color purple performed a 2PT Shot that was made.,36.52357792854309,28731.0
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=15&GameID=0022400433&Season=2024-25&flag=1&title=Clarkson%2023%27%20Jump%20Shot%20(2%20PTS)%20(Sexton%201%20AST),A player with jersey number 00 and jersey color purple performed a 2PT Shot that was made.,48.27433919906616,29029.0
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=70&GameID=0022400865&Season=2024-25&flag=1&title=Washington%205%27%20Driving%20Hook%20Shot%20(2%20PTS),A player with jersey number 25 and jersey color white performed a 3PT Shot that was missed.,65.74710774421692,32845.0
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=552&GameID=0022400378&Season=2024-25&flag=1&title=LaRavia%2015%27%20Fadeaway%20Jumper%20(11%20PTS)%20(Konchar%201%20AST),A player with jersey number 1 and jersey color white performed a Steal.,46.38309621810913,30866.0
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=518&GameID=0022400860&Season=2024-25&flag=1&title=Kispert%208%27%20Driving%20Floating%20Jump%20Shot%20(10%20PTS)%20(Holmes%203%20AST),A player with jersey number 24 and jersey color white performed a 2PT Shot that was made.,35.73719906806946,29025.0
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=154&GameID=0022400860&Season=2024-25&flag=1&title=Green%201%27%20Pullup%20Jump%20Shot%20(8%20PTS),A player with jersey number 10 and jersey color purple performed a Block.,49.12079310417175,29410.0
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=48&GameID=0022400384&Season=2024-25&flag=1&title=McCollum%2011%27%20Step%20Back%20Jump%20Shot%20(4%20PTS),A player with jersey number 11 and jersey color blue performed a Steal.,43.644418716430664,29677.0
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=55&GameID=0022400394&Season=2024-25&flag=1&title=Sochan%201%27%20Reverse%20Layup%20(4%20PTS)%20(Wembanyama%201%20AST),A player with jersey number 10 and jersey color black performed a 2PT Shot that was made.,29.066903114318848,27445.0
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=237&GameID=0022400919&Season=2024-25&flag=1&title=Beasley%208%27%20Driving%20Floating%20Jump%20Shot%20(4%20PTS)%20(Schroder%201%20AST),A player with jersey number Unknown and jersey color blue performed a 2PT Shot that was made.,33.837684869766235,28268.0
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=147&GameID=0022400378&Season=2024-25&flag=1&title=MISS%20Jackson%20Jr.%2010%27%20Driving%20Floating%20Jump%20Shot,A player with jersey number 22 and jersey color white performed a Steal.,79.22694706916809,35264.0
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=609&GameID=0022400884&Season=2024-25&flag=1&title=Lillard%201%27%20Driving%20Layup%20(20%20PTS),A player with jersey number Unknown and jersey color white performed a 3PT Shot that was missed.,46.46557903289795,30648.0
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=94&GameID=0022400894&Season=2024-25&flag=1&title=Sensabaugh%203%27%20Driving%20Layup%20(8%20PTS)%20(Martin%201%20AST),A player with jersey number 22 and jersey color white performed a 3PT Shot that was missed.,64.51775598526001,33235.0
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=46&GameID=0022400901&Season=2024-25&flag=1&title=Moody%203%27%20Running%20Layup%20(2%20PTS)%20(Curry%201%20AST),A player with jersey number 4 and jersey color white performed a 2PT Shot that was made.,24.88131308555603,27590.0
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=69&GameID=0022400898&Season=2024-25&flag=1&title=MISS%20Cunningham%2027%27%203PT%20Pullup%20Jump%20Shot,A player with jersey number 10 and jersey color blue performed a 3PT Shot that was missed.,39.58435893058777,28518.0
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=152&GameID=0022401222&Season=2024-25&flag=1&title=MISS%20Salaun%2030%27%203PT%20Jump%20Shot,A player with jersey number 31 and jersey color teal performed a 3PT Shot that was missed.,27.45020580291748,27626.0
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=311&GameID=0022400860&Season=2024-25&flag=1&title=Green%2025%27%203PT%20Jump%20Shot%20(11%20PTS)%20(Smith%20Jr.%202%20AST),A player with jersey number 10 and jersey color purple performed a 3PT Shot that was missed.,49.21862983703613,30140.0
https://www.nba.com/stats/events/?CFID=&CFPARAMS=&GameEventID=288&GameID=0022401226&Season=2024-25&flag=1&title=Powell%2024%27%203PT%20Jump%20Shot%20(16%20PTS)%20(Zubac%203%20AST),A player with jersey number 24 and jersey color red performed a 2PT Shot that was missed.,48.929190158843994,30404.0
